ResponseId,Q,A.Code,B.Code,Winner,Loser
R_2zqNaUXDmWxfEjW,1153,Fried eggs,Steak,Steak,Fried eggs
R_3DwkscGMzYdeFU0,1154,Avocado,Rice,Rice,Avocado
R_3nACSy8jykq5gRt,1155,Melon,Sushi,Sushi,Melon
R_1jPQsBA3FZuhiQl,1155,Melon,Sushi,Sushi,Melon
R_6Q1mJHBSgCDyVAR,1155,Melon,Sushi,Melon,Sushi
R_1ozsiLu47auBtnX,1155,Melon,Sushi,Melon,Sushi
R_1E3QWFf5JEmiYOD,1156,Sausage,Baked potato,Sausage,Baked potato
R_1pYAdm4pt90FgIN,1157,Granola,Donuts,Donuts,Granola
R_3dZjBVzOK35P5uQ,1158,Orange,Tomato,Orange,Tomato
R_1ozsiLu47auBtnX,1159,Ice cream,Smoked salmon,Smoked salmon,Ice cream
R_272aTqDlvnhXBDO,1161,Tacos,Crepes,Tacos,Crepes
R_2zqNaUXDmWxfEjW,1161,Tacos,Crepes,Tacos,Crepes
R_1ozsiLu47auBtnX,1161,Tacos,Crepes,Tacos,Crepes
R_28NXfFkVUHPfBtb,1162,Orange,Apple pie,Apple pie,Orange
R_3gOCG9dynrw3PiX,1162,Orange,Apple pie,Apple pie,Orange
R_2YM7YiqsbGCICZU,1163,Peas,Cheesecake,Cheesecake,Peas
R_3dZjBVzOK35P5uQ,1163,Peas,Cheesecake,Cheesecake,Peas
R_28NXfFkVUHPfBtb,1163,Peas,Cheesecake,Cheesecake,Peas
R_28NXfFkVUHPfBtb,1164,Croissant,Scrambled egg,Croissant,Scrambled egg
R_3gOCG9dynrw3PiX,1165,Fried eggs,Mac n cheese,Mac n cheese,Fried eggs
R_1jPQsBA3FZuhiQl,1165,Fried eggs,Mac n cheese,Mac n cheese,Fried eggs
R_1ozsiLu47auBtnX,1167,Pepperoni,Croissant,Croissant,Pepperoni
R_3DwkscGMzYdeFU0,1167,Pepperoni,Croissant,Pepperoni,Croissant
R_272aTqDlvnhXBDO,1169,Cheddar cheese,Brocolli,Cheddar cheese,Brocolli
R_1jPQsBA3FZuhiQl,1169,Cheddar cheese,Brocolli,Cheddar cheese,Brocolli
R_1E3QWFf5JEmiYOD,1170,Pasta,Mushroom,Pasta,Mushroom
R_272aTqDlvnhXBDO,1170,Pasta,Mushroom,Pasta,Mushroom
R_272aTqDlvnhXBDO,1172,Sprouts,Chips/fries,Chips/fries,Sprouts
R_3gOCG9dynrw3PiX,1172,Sprouts,Chips/fries,Chips/fries,Sprouts
R_28NXfFkVUHPfBtb,1173,Sprouts,Soup,Soup,Sprouts
R_2zqNaUXDmWxfEjW,1174,Popcorn,Chicken nugges,Chicken nugges,Popcorn
R_1ozsiLu47auBtnX,1174,Popcorn,Chicken nugges,Chicken nugges,Popcorn
R_3FWobjdGFpfN5Y2,1176,Grapes,Butternut squash,Grapes,Butternut squash
R_28NXfFkVUHPfBtb,1177,Banana,Apple,Banana,Apple
R_3DwkscGMzYdeFU0,1177,Banana,Apple,Banana,Apple
R_3dZjBVzOK35P5uQ,1177,Banana,Apple,Apple,Banana
R_3gOCG9dynrw3PiX,1179,Scrambled egg,Chips/fries,Chips/fries,Scrambled egg
R_3IZdeGOWF0PnRTY,1182,Croissant,Apple pie,Apple pie,Croissant
R_3gOCG9dynrw3PiX,1182,Croissant,Apple pie,Croissant,Apple pie
R_3nACSy8jykq5gRt,1182,Croissant,Apple pie,Croissant,Apple pie
R_2YM7YiqsbGCICZU,1183,Tacos,Cabbage,Tacos,Cabbage
R_1pYAdm4pt90FgIN,1183,Tacos,Cabbage,Cabbage,Tacos
R_1E3QWFf5JEmiYOD,1183,Tacos,Cabbage,Cabbage,Tacos
R_1pYAdm4pt90FgIN,1184,Banana,Scrambled egg,Banana,Scrambled egg
R_3nACSy8jykq5gRt,1184,Banana,Scrambled egg,Banana,Scrambled egg
R_28NXfFkVUHPfBtb,1187,Tacos,Chocolate chip muffin,Tacos,Chocolate chip muffin
R_1ozsiLu47auBtnX,1188,Falafel,Honey,Honey,Falafel
R_1E3QWFf5JEmiYOD,1188,Falafel,Honey,Falafel,Honey
R_1E3QWFf5JEmiYOD,1189,Guacamole,Burger,Guacamole,Burger
R_3dZjBVzOK35P5uQ,1189,Guacamole,Burger,Burger,Guacamole
R_3IZdeGOWF0PnRTY,1189,Guacamole,Burger,Burger,Guacamole
R_272aTqDlvnhXBDO,1190,Coconut,Onion,Onion,Coconut
R_3gOCG9dynrw3PiX,1190,Coconut,Onion,Coconut,Onion
R_1pYAdm4pt90FgIN,1190,Coconut,Onion,Onion,Coconut
R_1pYAdm4pt90FgIN,1191,Yogurt,Avocado,Yogurt,Avocado
R_2YM7YiqsbGCICZU,1191,Yogurt,Avocado,Yogurt,Avocado
R_3FWobjdGFpfN5Y2,1191,Yogurt,Avocado,Yogurt,Avocado
R_28NXfFkVUHPfBtb,1191,Yogurt,Avocado,Yogurt,Avocado
R_1pYAdm4pt90FgIN,1193,Cheesecake,Chips/fries,Cheesecake,Chips/fries
R_6Q1mJHBSgCDyVAR,1194,Aubergine,Strawberries,Strawberries,Aubergine
R_3FWobjdGFpfN5Y2,1194,Aubergine,Strawberries,Aubergine,Strawberries
R_3gOCG9dynrw3PiX,1195,Hummus,Cashew nuts,Cashew nuts,Hummus
R_3DwkscGMzYdeFU0,1196,Carrot,Courgette,Carrot,Courgette
R_3dZjBVzOK35P5uQ,1198,Cabbage,Cookies/biscuits,Cookies/biscuits,Cabbage
R_3IZdeGOWF0PnRTY,1199,Sushi,Donuts,Donuts,Sushi
R_1jPQsBA3FZuhiQl,1201,Dates,Butternut squash,Dates,Butternut squash
R_272aTqDlvnhXBDO,1201,Dates,Butternut squash,Dates,Butternut squash
R_28NXfFkVUHPfBtb,1201,Dates,Butternut squash,Dates,Butternut squash
R_3dZjBVzOK35P5uQ,1202,Smoked salmon,Onion rings,Onion rings,Smoked salmon
R_2YM7YiqsbGCICZU,1202,Smoked salmon,Onion rings,Onion rings,Smoked salmon
R_272aTqDlvnhXBDO,1203,Yogurt,Aubergine,Yogurt,Aubergine
R_1pYAdm4pt90FgIN,1203,Yogurt,Aubergine,Yogurt,Aubergine
R_3IZdeGOWF0PnRTY,1204,Smoked salmon,Bacon,Bacon,Smoked salmon
R_1jPQsBA3FZuhiQl,1206,Soup,Peanuts,Peanuts,Soup
R_6Q1mJHBSgCDyVAR,1206,Soup,Peanuts,Peanuts,Soup
R_3IZdeGOWF0PnRTY,1207,Blueberries,Carrot cake,Carrot cake,Blueberries
R_3gOCG9dynrw3PiX,1207,Blueberries,Carrot cake,Blueberries,Carrot cake
R_2YM7YiqsbGCICZU,1208,Roast chicken,Steak,Steak,Roast chicken
R_3gOCG9dynrw3PiX,1209,Brocolli,Honey,Honey,Brocolli
R_1E3QWFf5JEmiYOD,1210,Grapes,Kidney beans,Kidney beans,Grapes
R_3dZjBVzOK35P5uQ,1210,Grapes,Kidney beans,Grapes,Kidney beans
R_3FWobjdGFpfN5Y2,1211,Carrot,Cookies/biscuits,Cookies/biscuits,Carrot
R_28NXfFkVUHPfBtb,1211,Carrot,Cookies/biscuits,Cookies/biscuits,Carrot
R_6Q1mJHBSgCDyVAR,1211,Carrot,Cookies/biscuits,Cookies/biscuits,Carrot
R_3IZdeGOWF0PnRTY,1212,Blueberries,Victoria sponge cake,Blueberries,Victoria sponge cake
R_3DwkscGMzYdeFU0,1213,Fried eggs,Ham,Fried eggs,Ham
R_28NXfFkVUHPfBtb,1213,Fried eggs,Ham,Fried eggs,Ham
R_1jPQsBA3FZuhiQl,1214,Noodles,Milk chocolate,Milk chocolate,Noodles
R_1pYAdm4pt90FgIN,1214,Noodles,Milk chocolate,Milk chocolate,Noodles
R_1ozsiLu47auBtnX,1214,Noodles,Milk chocolate,Milk chocolate,Noodles
R_2zqNaUXDmWxfEjW,1215,Honey,Kidney beans,Honey,Kidney beans
R_3nACSy8jykq5gRt,1216,Corn,Chocolate chip muffin,Chocolate chip muffin,Corn
R_3DwkscGMzYdeFU0,1218,Sweet potatoes,Mac n cheese,Mac n cheese,Sweet potatoes
R_3DwkscGMzYdeFU0,1219,Fried eggs,Sweet potatoes,Fried eggs,Sweet potatoes
R_3FWobjdGFpfN5Y2,1220,Raspberries,Cookies/biscuits,Raspberries,Cookies/biscuits
R_3DwkscGMzYdeFU0,1221,Apple pie,Steak,Steak,Apple pie
R_1E3QWFf5JEmiYOD,1221,Apple pie,Steak,Apple pie,Steak
R_1jPQsBA3FZuhiQl,1222,Onion rings,Soup,Onion rings,Soup
R_3dZjBVzOK35P5uQ,1222,Onion rings,Soup,Onion rings,Soup
R_6Q1mJHBSgCDyVAR,1222,Onion rings,Soup,Onion rings,Soup
R_272aTqDlvnhXBDO,1223,Steak,Ice cream,Ice cream,Steak
R_28NXfFkVUHPfBtb,1223,Steak,Ice cream,Ice cream,Steak
R_3dZjBVzOK35P5uQ,1224,Lamb,Pulled pork,Pulled pork,Lamb
R_6Q1mJHBSgCDyVAR,1225,Croissant,Poached egg,Croissant,Poached egg
R_3FWobjdGFpfN5Y2,1226,Melon,Steak,Melon,Steak
R_6Q1mJHBSgCDyVAR,1226,Melon,Steak,Melon,Steak
R_272aTqDlvnhXBDO,1230,Burrito,Grapes,Burrito,Grapes
R_6Q1mJHBSgCDyVAR,1230,Burrito,Grapes,Burrito,Grapes
R_272aTqDlvnhXBDO,1232,Nachos,Boiled egg,Nachos,Boiled egg
R_2zqNaUXDmWxfEjW,1232,Nachos,Boiled egg,Nachos,Boiled egg
R_2YM7YiqsbGCICZU,1233,Apple pie,Fried eggs,Apple pie,Fried eggs
R_3nACSy8jykq5gRt,1233,Apple pie,Fried eggs,Fried eggs,Apple pie
R_3FWobjdGFpfN5Y2,1233,Apple pie,Fried eggs,Apple pie,Fried eggs
R_3IZdeGOWF0PnRTY,1234,Donuts,Mushroom,Donuts,Mushroom
R_3FWobjdGFpfN5Y2,1236,Mac n cheese,Donuts,Mac n cheese,Donuts
R_3nACSy8jykq5gRt,1237,Sushi,Peanuts,Sushi,Peanuts
R_3FWobjdGFpfN5Y2,1237,Sushi,Peanuts,Sushi,Peanuts
R_1E3QWFf5JEmiYOD,1237,Sushi,Peanuts,Sushi,Peanuts
R_2YM7YiqsbGCICZU,1238,Guacamole,Sushi,Guacamole,Sushi
R_1E3QWFf5JEmiYOD,1238,Guacamole,Sushi,Guacamole,Sushi
R_2zqNaUXDmWxfEjW,1239,Mushroom,Melon,Melon,Mushroom
R_1ozsiLu47auBtnX,1239,Mushroom,Melon,Melon,Mushroom
R_1jPQsBA3FZuhiQl,1239,Mushroom,Melon,Mushroom,Melon
R_1E3QWFf5JEmiYOD,1241,Grapes,Raspberries,Grapes,Raspberries
R_1pYAdm4pt90FgIN,1241,Grapes,Raspberries,Grapes,Raspberries
R_3DwkscGMzYdeFU0,1243,Sprouts,Apple,Sprouts,Apple
R_1pYAdm4pt90FgIN,1243,Sprouts,Apple,Apple,Sprouts
R_28NXfFkVUHPfBtb,1244,Chips/fries,Boiled egg,Chips/fries,Boiled egg
R_2zqNaUXDmWxfEjW,1244,Chips/fries,Boiled egg,Chips/fries,Boiled egg
R_1ozsiLu47auBtnX,1245,Soup,Onion,Soup,Onion
R_3DwkscGMzYdeFU0,1246,Gingerbread,Steak,Gingerbread,Steak
R_1pYAdm4pt90FgIN,1246,Gingerbread,Steak,Gingerbread,Steak
R_3DwkscGMzYdeFU0,1247,Corn,Cabbage,Cabbage,Corn
R_1ozsiLu47auBtnX,1247,Corn,Cabbage,Corn,Cabbage
R_3nACSy8jykq5gRt,1248,Ham,Blue cheese,Blue cheese,Ham
R_3DwkscGMzYdeFU0,1249,Crisps/chips,Apple,Crisps/chips,Apple
R_6Q1mJHBSgCDyVAR,1250,Bacon,Apple pie,Apple pie,Bacon
R_3gOCG9dynrw3PiX,1250,Bacon,Apple pie,Apple pie,Bacon
R_3IZdeGOWF0PnRTY,1252,Sweet potatoes,Avocado,Sweet potatoes,Avocado
R_1E3QWFf5JEmiYOD,1253,Peanuts,Rocket/arugula ,Peanuts,Rocket/arugula 
R_2zqNaUXDmWxfEjW,1254,Prawns,Roast chicken,Roast chicken,Prawns
R_6Q1mJHBSgCDyVAR,1255,Butternut squash,Victoria sponge cake,Victoria sponge cake,Butternut squash
R_3dZjBVzOK35P5uQ,1255,Butternut squash,Victoria sponge cake,Victoria sponge cake,Butternut squash
R_6Q1mJHBSgCDyVAR,1258,Donuts,Honey,Donuts,Honey
R_2YM7YiqsbGCICZU,1258,Donuts,Honey,Donuts,Honey
R_3dZjBVzOK35P5uQ,1259,Brocolli,Croissant,Croissant,Brocolli
R_2YM7YiqsbGCICZU,1259,Brocolli,Croissant,Croissant,Brocolli
R_3dZjBVzOK35P5uQ,1263,Blue cheese,Yogurt,Yogurt,Blue cheese
R_3IZdeGOWF0PnRTY,1264,Guacamole,Sausage,Sausage,Guacamole
R_3IZdeGOWF0PnRTY,1265,Orange,Carrot,Orange,Carrot
R_1E3QWFf5JEmiYOD,1265,Orange,Carrot,Orange,Carrot
R_3nACSy8jykq5gRt,1265,Orange,Carrot,Orange,Carrot
R_3FWobjdGFpfN5Y2,1266,Granola,Bread,Granola,Bread
R_28NXfFkVUHPfBtb,1266,Granola,Bread,Bread,Granola
R_3DwkscGMzYdeFU0,1267,Grapes,Avocado,Avocado,Grapes
R_3nACSy8jykq5gRt,1267,Grapes,Avocado,Avocado,Grapes
R_6Q1mJHBSgCDyVAR,1268,Steak,Honey,Steak,Honey
R_3dZjBVzOK35P5uQ,1269,Burrito,Aubergine,Burrito,Aubergine
R_2YM7YiqsbGCICZU,1270,Peas,Scrambled egg,Scrambled egg,Peas
R_3nACSy8jykq5gRt,1270,Peas,Scrambled egg,Scrambled egg,Peas
R_6Q1mJHBSgCDyVAR,1270,Peas,Scrambled egg,Peas,Scrambled egg
R_3FWobjdGFpfN5Y2,1271,Sprouts,Steak,Steak,Sprouts
R_272aTqDlvnhXBDO,1272,Burger,Yogurt,Yogurt,Burger
R_2zqNaUXDmWxfEjW,1272,Burger,Yogurt,Burger,Yogurt
R_1pYAdm4pt90FgIN,1273,Peach,Sausage,Sausage,Peach
R_6Q1mJHBSgCDyVAR,1274,Cod,Victoria sponge cake,Victoria sponge cake,Cod
R_272aTqDlvnhXBDO,1274,Cod,Victoria sponge cake,Victoria sponge cake,Cod
R_3gOCG9dynrw3PiX,1275,Pulled pork,Crisps/chips,Pulled pork,Crisps/chips
R_272aTqDlvnhXBDO,1275,Pulled pork,Crisps/chips,Crisps/chips,Pulled pork
R_6Q1mJHBSgCDyVAR,1276,Chocolate chip muffin,Sprouts,Chocolate chip muffin,Sprouts
R_6Q1mJHBSgCDyVAR,1277,Popcorn,Cod,Popcorn,Cod
R_2YM7YiqsbGCICZU,1277,Popcorn,Cod,Popcorn,Cod
R_3FWobjdGFpfN5Y2,1277,Popcorn,Cod,Popcorn,Cod
R_1E3QWFf5JEmiYOD,1278,Sweet potatoes,Blue cheese,Sweet potatoes,Blue cheese
R_1ozsiLu47auBtnX,1280,Lamb,Carrot cake,Carrot cake,Lamb
R_1jPQsBA3FZuhiQl,1280,Lamb,Carrot cake,Carrot cake,Lamb
R_3gOCG9dynrw3PiX,1283,Gingerbread,Coconut,Coconut,Gingerbread
R_3nACSy8jykq5gRt,1283,Gingerbread,Coconut,Gingerbread,Coconut
R_28NXfFkVUHPfBtb,1283,Gingerbread,Coconut,Gingerbread,Coconut
R_3IZdeGOWF0PnRTY,1284,Aubergine,Carrot,Carrot,Aubergine
R_3DwkscGMzYdeFU0,1284,Aubergine,Carrot,Carrot,Aubergine
R_1jPQsBA3FZuhiQl,1285,Sausage,Sweet potatoes,Sausage,Sweet potatoes
R_6Q1mJHBSgCDyVAR,1285,Sausage,Sweet potatoes,Sausage,Sweet potatoes
R_3dZjBVzOK35P5uQ,1285,Sausage,Sweet potatoes,Sausage,Sweet potatoes
R_3nACSy8jykq5gRt,1286,Chicken nugges,Roast chicken,Roast chicken,Chicken nugges
R_272aTqDlvnhXBDO,1286,Chicken nugges,Roast chicken,Chicken nugges,Roast chicken
R_3gOCG9dynrw3PiX,1286,Chicken nugges,Roast chicken,Roast chicken,Chicken nugges
R_1jPQsBA3FZuhiQl,1287,Sushi,Cookies/biscuits,Cookies/biscuits,Sushi
R_2YM7YiqsbGCICZU,1288,Kiwi,Baked potato,Kiwi,Baked potato
R_3nACSy8jykq5gRt,1288,Kiwi,Baked potato,Kiwi,Baked potato
R_272aTqDlvnhXBDO,1290,Rice,Blueberries,Rice,Blueberries
R_6Q1mJHBSgCDyVAR,1291,Gingerbread,Corn,Gingerbread,Corn
R_28NXfFkVUHPfBtb,1291,Gingerbread,Corn,Gingerbread,Corn
R_3FWobjdGFpfN5Y2,1291,Gingerbread,Corn,Gingerbread,Corn
R_1jPQsBA3FZuhiQl,1291,Gingerbread,Corn,Gingerbread,Corn
R_1pYAdm4pt90FgIN,1294,Grapes,Crisps/chips,Crisps/chips,Grapes
R_6Q1mJHBSgCDyVAR,1294,Grapes,Crisps/chips,Crisps/chips,Grapes
R_1ozsiLu47auBtnX,1295,Mango,Courgette,Mango,Courgette
R_3DwkscGMzYdeFU0,1295,Mango,Courgette,Mango,Courgette
R_1E3QWFf5JEmiYOD,1297,Sprouts,Guacamole,Sprouts,Guacamole
R_3FWobjdGFpfN5Y2,1297,Sprouts,Guacamole,Guacamole,Sprouts
R_272aTqDlvnhXBDO,1298,Honey,Baked beans,Baked beans,Honey
R_1ozsiLu47auBtnX,1298,Honey,Baked beans,Honey,Baked beans
R_3IZdeGOWF0PnRTY,1299,Carrot cake,Bread,Carrot cake,Bread
R_3gOCG9dynrw3PiX,1300,Bread,Blueberries,Bread,Blueberries
R_1ozsiLu47auBtnX,1302,Burger,Pasta,Pasta,Burger
R_3IZdeGOWF0PnRTY,1302,Burger,Pasta,Pasta,Burger
R_6Q1mJHBSgCDyVAR,1303,Marmite/vegemite,Roast chicken,Roast chicken,Marmite/vegemite
R_1jPQsBA3FZuhiQl,1303,Marmite/vegemite,Roast chicken,Marmite/vegemite,Roast chicken
R_1ozsiLu47auBtnX,1304,Chocolate chip muffin,Mac n cheese,Chocolate chip muffin,Mac n cheese
R_1jPQsBA3FZuhiQl,1305,Roast chicken,Poached egg,Roast chicken,Poached egg
R_3IZdeGOWF0PnRTY,1306,Apple,Fried eggs,Apple,Fried eggs
R_1ozsiLu47auBtnX,1306,Apple,Fried eggs,Apple,Fried eggs
R_3nACSy8jykq5gRt,1309,Apple,Sausage,Sausage,Apple
R_3gOCG9dynrw3PiX,1309,Apple,Sausage,Apple,Sausage
R_3dZjBVzOK35P5uQ,1309,Apple,Sausage,Apple,Sausage
R_3gOCG9dynrw3PiX,1310,Sausage,Sushi,Sushi,Sausage
R_3nACSy8jykq5gRt,1310,Sausage,Sushi,Sausage,Sushi
R_6Q1mJHBSgCDyVAR,1310,Sausage,Sushi,Sausage,Sushi
R_3FWobjdGFpfN5Y2,1310,Sausage,Sushi,Sausage,Sushi
R_3IZdeGOWF0PnRTY,1310,Sausage,Sushi,Sausage,Sushi
R_3FWobjdGFpfN5Y2,1312,Steak,Brocolli,Steak,Brocolli
R_6Q1mJHBSgCDyVAR,1312,Steak,Brocolli,Steak,Brocolli
R_3gOCG9dynrw3PiX,1313,Nachos,Pancakes,Pancakes,Nachos
R_1E3QWFf5JEmiYOD,1313,Nachos,Pancakes,Nachos,Pancakes
R_28NXfFkVUHPfBtb,1314,Melon,Sweet potatoes,Sweet potatoes,Melon
R_3gOCG9dynrw3PiX,1315,Peanuts,Pasta,Pasta,Peanuts
R_3DwkscGMzYdeFU0,1315,Peanuts,Pasta,Pasta,Peanuts
R_272aTqDlvnhXBDO,1315,Peanuts,Pasta,Pasta,Peanuts
R_1jPQsBA3FZuhiQl,1316,Ham,Hummus,Ham,Hummus
R_1ozsiLu47auBtnX,1317,Mac n cheese,Smoked salmon,Smoked salmon,Mac n cheese
R_1ozsiLu47auBtnX,1318,Lamb,Onion rings,Onion rings,Lamb
R_3DwkscGMzYdeFU0,1319,Rice,Ice cream,Ice cream,Rice
R_2zqNaUXDmWxfEjW,1319,Rice,Ice cream,Ice cream,Rice
R_2YM7YiqsbGCICZU,1319,Rice,Ice cream,Ice cream,Rice
R_1jPQsBA3FZuhiQl,1320,Pizza,Tacos,Tacos,Pizza
R_3dZjBVzOK35P5uQ,1320,Pizza,Tacos,Tacos,Pizza
R_2YM7YiqsbGCICZU,1321,Boiled egg,Burrito,Burrito,Boiled egg
R_3FWobjdGFpfN5Y2,1321,Boiled egg,Burrito,Burrito,Boiled egg
R_2YM7YiqsbGCICZU,1322,Steak,Milk,Steak,Milk
R_1ozsiLu47auBtnX,1322,Steak,Milk,Steak,Milk
R_1E3QWFf5JEmiYOD,1325,Chips/fries,Crisps/chips,Crisps/chips,Chips/fries
R_272aTqDlvnhXBDO,1325,Chips/fries,Crisps/chips,Crisps/chips,Chips/fries
R_3IZdeGOWF0PnRTY,1326,Rocket/arugula ,Cookies/biscuits,Rocket/arugula ,Cookies/biscuits
R_1jPQsBA3FZuhiQl,1328,Butternut squash,Pancakes,Pancakes,Butternut squash
R_272aTqDlvnhXBDO,1328,Butternut squash,Pancakes,Pancakes,Butternut squash
R_3nACSy8jykq5gRt,1329,Mac n cheese,Hummus,Mac n cheese,Hummus
R_3gOCG9dynrw3PiX,1329,Mac n cheese,Hummus,Mac n cheese,Hummus
R_1jPQsBA3FZuhiQl,1331,Honey,Rocket/arugula ,Rocket/arugula ,Honey
R_6Q1mJHBSgCDyVAR,1331,Honey,Rocket/arugula ,Rocket/arugula ,Honey
R_1ozsiLu47auBtnX,1331,Honey,Rocket/arugula ,Honey,Rocket/arugula 
R_1jPQsBA3FZuhiQl,1332,Brocolli,Pulled pork,Pulled pork,Brocolli
R_1E3QWFf5JEmiYOD,1334,Roast chicken,Popcorn,Roast chicken,Popcorn
R_1E3QWFf5JEmiYOD,1335,Corn,Carrot,Corn,Carrot
R_3FWobjdGFpfN5Y2,1335,Corn,Carrot,Carrot,Corn
R_2YM7YiqsbGCICZU,1336,Nachos,Apple pie,Apple pie,Nachos
R_1ozsiLu47auBtnX,1336,Nachos,Apple pie,Apple pie,Nachos
R_3DwkscGMzYdeFU0,1337,Banana,Smoked salmon,Banana,Smoked salmon
R_1E3QWFf5JEmiYOD,1337,Banana,Smoked salmon,Smoked salmon,Banana
R_3dZjBVzOK35P5uQ,1337,Banana,Smoked salmon,Banana,Smoked salmon
R_3IZdeGOWF0PnRTY,1338,Lamb,Apple,Apple,Lamb
R_3dZjBVzOK35P5uQ,1340,Raspberries,Kiwi,Kiwi,Raspberries
R_1pYAdm4pt90FgIN,1340,Raspberries,Kiwi,Kiwi,Raspberries
R_3dZjBVzOK35P5uQ,1341,Aubergine,Baked potato,Aubergine,Baked potato
R_6Q1mJHBSgCDyVAR,1342,Mango,Chips/fries,Chips/fries,Mango
R_3dZjBVzOK35P5uQ,1343,Peas,Crepes,Crepes,Peas
R_1ozsiLu47auBtnX,1344,Banana,Grapes,Grapes,Banana
R_272aTqDlvnhXBDO,1344,Banana,Grapes,Banana,Grapes
R_2YM7YiqsbGCICZU,1344,Banana,Grapes,Banana,Grapes
R_1jPQsBA3FZuhiQl,1345,Dates,Burrito,Burrito,Dates
R_3DwkscGMzYdeFU0,1345,Dates,Burrito,Burrito,Dates
R_3nACSy8jykq5gRt,1346,Carrot,Bacon,Bacon,Carrot
R_3dZjBVzOK35P5uQ,1347,Ice cream,Onion,Ice cream,Onion
R_1pYAdm4pt90FgIN,1347,Ice cream,Onion,Ice cream,Onion
R_1ozsiLu47auBtnX,1348,Peach,Strawberries,Strawberries,Peach
R_2zqNaUXDmWxfEjW,1348,Peach,Strawberries,Peach,Strawberries
R_1pYAdm4pt90FgIN,1348,Peach,Strawberries,Strawberries,Peach
R_3nACSy8jykq5gRt,1349,Gingerbread,Baked potato,Gingerbread,Baked potato
R_3gOCG9dynrw3PiX,1350,Mango,Guacamole,Guacamole,Mango
R_3dZjBVzOK35P5uQ,1351,Tacos,Cod,Tacos,Cod
R_3nACSy8jykq5gRt,1351,Tacos,Cod,Tacos,Cod
R_3IZdeGOWF0PnRTY,1352,Onion,Milk chocolate,Milk chocolate,Onion
R_3dZjBVzOK35P5uQ,1352,Onion,Milk chocolate,Milk chocolate,Onion
R_3nACSy8jykq5gRt,1352,Onion,Milk chocolate,Milk chocolate,Onion
R_3nACSy8jykq5gRt,1353,Steak,Butternut squash,Butternut squash,Steak
R_3gOCG9dynrw3PiX,1354,Tomato,Dates,Tomato,Dates
R_6Q1mJHBSgCDyVAR,1354,Tomato,Dates,Tomato,Dates
R_1E3QWFf5JEmiYOD,1354,Tomato,Dates,Dates,Tomato
R_28NXfFkVUHPfBtb,1354,Tomato,Dates,Tomato,Dates
R_3dZjBVzOK35P5uQ,1355,Soup,Baked potato,Soup,Baked potato
R_3dZjBVzOK35P5uQ,1356,Milk chocolate,Sweet potatoes,Milk chocolate,Sweet potatoes
R_3gOCG9dynrw3PiX,1358,Bread,Victoria sponge cake,Bread,Victoria sponge cake
R_3dZjBVzOK35P5uQ,1359,Chocolate chip muffin,Cabbage,Chocolate chip muffin,Cabbage
R_1jPQsBA3FZuhiQl,1359,Chocolate chip muffin,Cabbage,Chocolate chip muffin,Cabbage
R_3nACSy8jykq5gRt,1359,Chocolate chip muffin,Cabbage,Chocolate chip muffin,Cabbage
R_3IZdeGOWF0PnRTY,1359,Chocolate chip muffin,Cabbage,Chocolate chip muffin,Cabbage
R_2YM7YiqsbGCICZU,1359,Chocolate chip muffin,Cabbage,Chocolate chip muffin,Cabbage
R_3dZjBVzOK35P5uQ,1360,Cheesecake,Aubergine,Aubergine,Cheesecake
R_3nACSy8jykq5gRt,1360,Cheesecake,Aubergine,Cheesecake,Aubergine
R_1E3QWFf5JEmiYOD,1361,Ham,Cashew nuts,Ham,Cashew nuts
R_3dZjBVzOK35P5uQ,1361,Ham,Cashew nuts,Cashew nuts,Ham
R_3nACSy8jykq5gRt,1362,Cashew nuts,Apple,Cashew nuts,Apple
R_6Q1mJHBSgCDyVAR,1364,Baked beans,Sausage,Sausage,Baked beans
R_3IZdeGOWF0PnRTY,1364,Baked beans,Sausage,Sausage,Baked beans
R_3IZdeGOWF0PnRTY,1367,Aubergine,Chips/fries,Chips/fries,Aubergine
R_1ozsiLu47auBtnX,1367,Aubergine,Chips/fries,Chips/fries,Aubergine
R_2zqNaUXDmWxfEjW,1368,Popcorn,Onion rings,Onion rings,Popcorn
R_2zqNaUXDmWxfEjW,1369,Peach,Poached egg,Peach,Poached egg
R_1jPQsBA3FZuhiQl,1369,Peach,Poached egg,Poached egg,Peach
R_2YM7YiqsbGCICZU,1370,Kidney beans,Guacamole,Guacamole,Kidney beans
R_2zqNaUXDmWxfEjW,1370,Kidney beans,Guacamole,Guacamole,Kidney beans
R_3DwkscGMzYdeFU0,1370,Kidney beans,Guacamole,Guacamole,Kidney beans
R_3nACSy8jykq5gRt,1370,Kidney beans,Guacamole,Guacamole,Kidney beans
R_2zqNaUXDmWxfEjW,1371,Pizza,Prawns,Pizza,Prawns
R_3gOCG9dynrw3PiX,1371,Pizza,Prawns,Pizza,Prawns
R_272aTqDlvnhXBDO,1372,Popcorn,Honey,Popcorn,Honey
R_3gOCG9dynrw3PiX,1373,Cheesecake,Scrambled egg,Cheesecake,Scrambled egg
R_28NXfFkVUHPfBtb,1373,Cheesecake,Scrambled egg,Cheesecake,Scrambled egg
R_2zqNaUXDmWxfEjW,1373,Cheesecake,Scrambled egg,Scrambled egg,Cheesecake
R_2zqNaUXDmWxfEjW,1375,Steak,Chocolate chip muffin,Chocolate chip muffin,Steak
